x dist ,y dist ,func value
0 ,0 ,1.26267e-09
0 ,0.0322581 ,4.34301e-09
0 ,0.0645161 ,1.39899e-08
0 ,0.0967742 ,4.1733e-08
0 ,0.129032 ,1.15034e-07
0 ,0.16129 ,2.92642e-07
0 ,0.193548 ,6.86356e-07
0 ,0.225806 ,1.48263e-06
0 ,0.258065 ,2.94708e-06
0 ,0.290323 ,5.38596e-06
0 ,0.322581 ,9.04331e-06
0 ,0.354839 ,1.39415e-05
0 ,0.387097 ,1.9723e-05
0 ,0.419355 ,2.5594e-05
0 ,0.451613 ,3.04554e-05
0 ,0.483871 ,3.32246e-05
0 ,0.516129 ,3.32259e-05
0 ,0.548387 ,3.04588e-05
0 ,0.580645 ,2.55981e-05
0 ,0.612903 ,1.97267e-05
0 ,0.645161 ,1.3944e-05
0 ,0.677419 ,9.04477e-06
0 ,0.709677 ,5.38665e-06
0 ,0.741935 ,2.94736e-06
0 ,0.774194 ,1.48273e-06
0 ,0.806452 ,6.86384e-07
0 ,0.83871 ,2.9264e-07
0 ,0.870968 ,1.14981e-07
0 ,0.903226 ,4.14619e-08
0 ,0.935484 ,1.28288e-08
0 ,0.967742 ,0
0 ,1 ,3.57229e-10
0.0322581 ,0 ,4.34301e-09
0.0322581 ,0.0322581 ,1.4875e-08
0.0322581 ,0.0645161 ,4.78035e-08
0.0322581 ,0.0967742 ,1.42282e-07
0.0322581 ,0.129032 ,3.9131e-07
0.0322581 ,0.16129 ,9.93252e-07
0.0322581 ,0.193548 ,2.32442e-06
0.0322581 ,0.225806 ,5.01038e-06
0.0322581 ,0.258065 ,9.93899e-06
0.0322581 ,0.290323 ,1.81294e-05
0.0322581 ,0.322581 ,3.03872e-05
0.0322581 ,0.354839 ,4.67739e-05
0.0322581 ,0.387097 ,6.60859e-05
0.0322581 ,0.419355 ,8.56723e-05
0.0322581 ,0.451613 ,0.000101877
0.0322581 ,0.483871 ,0.000111106
0.0322581 ,0.516129 ,0.000111115
0.0322581 ,0.548387 ,0.000101902
0.0322581 ,0.580645 ,8.5703e-05
0.0322581 ,0.612903 ,6.61129e-05
0.0322581 ,0.645161 ,4.67926e-05
0.0322581 ,0.677419 ,3.03979e-05
0.0322581 ,0.709677 ,1.81345e-05
0.0322581 ,0.741935 ,9.94104e-06
0.0322581 ,0.774194 ,5.01109e-06
0.0322581 ,0.806452 ,2.32463e-06
0.0322581 ,0.83871 ,9.93275e-07
0.0322581 ,0.870968 ,3.91136e-07
0.0322581 ,0.903226 ,1.41357e-07
0.0322581 ,0.935484 ,4.3839e-08
0.0322581 ,0.967742 ,0
0.0322581 ,1 ,1.25617e-09
0.0645161 ,0 ,1.39899e-08
0.0645161 ,0.0322581 ,4.78035e-08
0.0645161 ,0.0645161 ,1.5352e-07
0.0645161 ,0.0967742 ,4.56689e-07
0.0645161 ,0.129032 ,1.25537e-06
0.0645161 ,0.16129 ,3.18491e-06
0.0645161 ,0.193548 ,7.44987e-06
0.0645161 ,0.225806 ,1.60511e-05
0.0645161 ,0.258065 ,3.18256e-05
0.0645161 ,0.290323 ,5.80255e-05
0.0645161 ,0.322581 ,9.72141e-05
0.0645161 ,0.354839 ,0.000149573
0.0645161 ,0.387097 ,0.000211248
0.0645161 ,0.419355 ,0.000273775
0.0645161 ,0.451613 ,0.000325499
0.0645161 ,0.483871 ,0.000354968
0.0645161 ,0.516129 ,0.000355033
0.0645161 ,0.548387 ,0.000325666
0.0645161 ,0.580645 ,0.000273979
0.0645161 ,0.612903 ,0.000211428
0.0645161 ,0.645161 ,0.000149698
0.0645161 ,0.677419 ,9.72852e-05
0.0645161 ,0.709677 ,5.80593e-05
0.0645161 ,0.741935 ,3.18392e-05
0.0645161 ,0.774194 ,1.60558e-05
0.0645161 ,0.806452 ,7.45126e-06
0.0645161 ,0.83871 ,3.18518e-06
0.0645161 ,0.870968 ,1.25485e-06
0.0645161 ,0.903226 ,4.53744e-07
0.0645161 ,0.935484 ,1.40854e-07
0.0645161 ,0.967742 ,0
0.0645161 ,1 ,4.12484e-09
0.0967742 ,0 ,4.1733e-08
0.0967742 ,0.0322581 ,1.42282e-07
0.0967742 ,0.0645161 ,4.56689e-07
0.0967742 ,0.0967742 ,1.35801e-06
0.0967742 ,0.129032 ,3.73155e-06
0.0967742 ,0.16129 ,9.46358e-06
0.0967742 ,0.193548 ,2.2128e-05
0.0967742 ,0.225806 ,4.76568e-05
0.0967742 ,0.258065 ,9.44516e-05
0.0967742 ,0.290323 ,0.000172125
0.0967742 ,0.322581 ,0.000288224
0.0967742 ,0.354839 ,0.000443227
0.0967742 ,0.387097 ,0.000625681
0.0967742 ,0.419355 ,0.000810564
0.0967742 ,0.451613 ,0.000963493
0.0967742 ,0.483871 ,0.00105071
0.0967742 ,0.516129 ,0.0010511
0.0967742 ,0.548387 ,0.000964505
0.0967742 ,0.580645 ,0.0008118
0.0967742 ,0.612903 ,0.000626769
0.0967742 ,0.645161 ,0.000443983
0.0967742 ,0.677419 ,0.000288654
