2,64,10000,7,5,0.2823915,0.0564783
2,64,10000,8,5,0.2195654,0.04391308
2,128,10000,1,5,2.9783470000000003,0.5956694
2,128,10000,2,5,1.638776,0.3277552
2,128,10000,3,5,1.121238,0.2242476
2,128,10000,4,5,0.90216,0.18043199999999998
2,128,10000,5,5,0.729429,0.1458858
2,128,10000,6,5,0.6340969999999999,0.12681939999999997
2,128,10000,7,5,0.6870529999999999,0.1374106
2,128,10000,8,5,0.5277018,0.10554036
2,256,10000,1,5,12.03911,2.4078220000000004
2,256,10000,2,5,6.32584,1.265168
2,256,10000,3,5,4.288626000000001,0.8577252000000002
2,256,10000,4,5,3.2544769999999996,0.6508953999999999
2,256,10000,5,5,2.691274,0.5382548
2,256,10000,6,5,2.234577,0.44691539999999996
2,256,10000,7,5,2.096833,0.41936660000000003
2,256,10000,8,5,1.720692,0.3441384
2,512,10000,1,5,48.32124,9.664248
2,512,10000,2,5,25.067280000000004,5.013456000000001
2,512,10000,3,5,16.93154,3.3863079999999997
2,512,10000,4,5,12.71314,2.5426279999999997
2,512,10000,5,5,10.31714,2.063428
2,512,10000,6,5,8.5461,1.7092199999999997
2,512,10000,7,5,7.57113,1.514226
2,512,10000,8,5,6.49766,1.299532
2,1024,10000,1,5,194.8809,38.97618
2,1024,10000,2,5,100.40140000000001,20.080280000000002
2,1024,10000,3,5,67.8604,13.57208
2,1024,10000,4,5,50.9187,10.18374
2,1024,10000,5,5,40.985440000000004,8.197088
2,1024,10000,6,5,34.17635,6.8352699999999995
2,1024,10000,7,5,29.36161,5.872322
2,1024,10000,8,5,25.69353,5.138706
2,2048,10000,1,5,795.898,159.1796
2,2048,10000,2,5,409.7935,81.9587
2,2048,10000,3,5,276.044,55.2088
2,2048,10000,4,5,206.95340000000002,41.39068
2,2048,10000,5,5,166.31830000000002,33.26366
2,2048,10000,6,5,139.5856,27.91712
2,2048,10000,7,5,120.3683,24.07366
2,2048,10000,8,5,107.3051,21.461019999999998
2,4096,10000,1,5,3180.008,636.0015999999999
2,4096,10000,2,5,1631.7279999999998,326.3456
2,4096,10000,3,5,1100.0349999999999,220.00699999999998
2,4096,10000,4,5,823.634,164.7268
2,4096,10000,5,5,666.1639999999999,133.23279999999997
2,4096,10000,6,5,559.646,111.9292
2,4096,10000,7,5,482.9089,96.58178000000001
2,4096,10000,8,5,428.09950000000003,85.6199
