x dist ,func value
0 ,3.71007e-06
0.111111 ,0.000450144
0.222222 ,0.0142132
0.333333 ,0.00766406
0.444444 ,-0.000546226
0.555556 ,0.220581
0.666667 ,0.666663
0.777778 ,1.34576
0.888889 ,0.000519976
1 ,3.73548e-06
