x dist ,func value
0 ,3.68448e-06
0.111111 ,0.000356652
0.222222 ,0.0123253
0.333333 ,0.00969955
0.444444 ,-0.000360167
0.555556 ,-1.34055e-06
0.666667 ,-0.258979
0.777778 ,2.4851
0.888889 ,0
1 ,3.7532e-06
