x dist ,func value
0 ,3.6758e-06
0.111111 ,0.000328058
0.222222 ,0.0115195
0.333333 ,0.0105598
0.444444 ,-0.000385983
0.555556 ,4.14334e-08
0.666667 ,-0.523434
0.777778 ,2.74692
0.888889 ,0
1 ,3.75987e-06
