x dist ,func value
0 ,3.67442e-06
0.111111 ,0.000323699
0.222222 ,0.0113835
0.333333 ,0.0107049
0.444444 ,-0.000390686
0.555556 ,6.64392e-08
0.666667 ,1.1356
0.777778 ,1.08788
0.888889 ,0.000519976
1 ,3.75985e-06
