x dist ,func value
0 ,3.71201e-06
0.111111 ,0.000457708
0.222222 ,0.0143266
0.333333 ,0.00731941
0.444444 ,-0.0264827
0.555556 ,0.85611
0.666667 ,0.616883
0.777778 ,0.786174
0.888889 ,0
1 ,3.73549e-06
