x dist ,func value
0 ,3.68298e-06
0.111111 ,0.000351582
0.222222 ,0.0121924
0.333333 ,0.00984152
0.444444 ,-0.000364199
0.555556 ,-1.74058e-06
0.666667 ,0.483624
0.777778 ,1.74249
0.888889 ,0.000519976
1 ,3.75319e-06
