x dist ,func value
0 ,3.69565e-06
0.111111 ,0.000395946
0.222222 ,0.0132339
0.333333 ,0.00872615
0.444444 ,-0.000333734
0.555556 ,-0.00241591
0.666667 ,0.859053
0.777778 ,1.37255
0.888889 ,0.000519976
1 ,3.74432e-06
