x dist ,func value
0 ,3.70443e-06
0.111111 ,0.000428543
0.222222 ,0.0138545
0.333333 ,0.00805643
0.444444 ,-0.000366994
0.555556 ,0.0382005
0.666667 ,-0.350455
0.777778 ,2.54316
0.888889 ,0
1 ,3.73991e-06
