x dist ,func value
0 ,3.69908e-06
0.111111 ,0.000408499
0.222222 ,0.0134854
0.333333 ,0.00845563
0.444444 ,-0.000333993
0.555556 ,0.0192226
0.666667 ,0.939863
0.777778 ,1.27087
0.888889 ,0.000519976
1 ,3.74211e-06
