x dist ,func value
0 ,3.71601e-06
0.111111 ,0.000473416
0.222222 ,0.0145582
0.333333 ,0.00707168
0.444444 ,-0.0633881
0.555556 ,1.6682
0.666667 ,0.143816
0.777778 ,0.484396
0.888889 ,0
1 ,3.73328e-06
