x dist ,func value
0 ,3.69398e-06
0.111111 ,0.000389902
0.222222 ,0.0131067
0.333333 ,0.00886276
0.444444 ,-0.000338025
0.555556 ,-2.02941e-05
0.666667 ,-0.503834
0.777778 ,2.73222
0.888889 ,0
1 ,3.74655e-06
