x dist ,func value
0 ,3.686e-06
0.111111 ,0.000361852
0.222222 ,0.0124575
0.333333 ,0.00955823
0.444444 ,-0.00035624
0.555556 ,3.85236e-06
0.666667 ,1.1679
0.777778 ,1.05885
0.888889 ,0.000519976
1 ,3.75097e-06
