x dist ,func value
0 ,3.72443e-06
0.111111 ,0.000507313
0.222222 ,0.0150488
0.333333 ,0.00885568
0.444444 ,0.256132
0.555556 ,1.45786
0.666667 ,0.489849
0.777778 ,0.0271705
0.888889 ,0
1 ,3.72887e-06
