x dist ,func value
0 ,3.70816e-06
0.111111 ,0.000442763
0.222222 ,0.0140949
0.333333 ,0.00779458
0.444444 ,-0.000412033
0.555556 ,0.0507654
0.666667 ,-0.198857
0.777778 ,2.38015
0.888889 ,0
1 ,3.7377e-06
