x dist ,func value
0 ,3.67306e-06
0.111111 ,0.000319449
0.222222 ,0.0112471
0.333333 ,0.0108503
0.444444 ,-0.000395512
0.555556 ,-2.06467e-08
0.666667 ,-0.289861
0.777778 ,2.51269
0.888889 ,0
1 ,3.76209e-06
