x dist ,func value
0 ,3.70262e-06
0.111111 ,0.000421694
0.222222 ,0.0137326
0.333333 ,0.00818863
0.444444 ,-0.000354229
0.555556 ,0.0536315
0.666667 ,0.66248
0.777778 ,1.51478
0.888889 ,0.000519976
1 ,3.7399e-06
