x dist ,func value
0 ,3.69071e-06
0.111111 ,0.000378258
0.222222 ,0.0128495
0.333333 ,0.00913858
0.444444 ,-0.000345048
0.555556 ,8.07852e-06
0.666667 ,-0.346909
0.777778 ,2.57458
0.888889 ,0
1 ,3.74877e-06
