x dist ,func value
0 ,3.72227e-06
0.111111 ,0.000498506
0.222222 ,0.0149038
0.333333 ,0.00639227
0.444444 ,-0.172103
0.555556 ,1.06472
0.666667 ,1.29849
0.777778 ,0.0425276
0.888889 ,0.000519976
1 ,3.72886e-06
