x dist ,func value
0 ,3.6815e-06
0.111111 ,0.000346637
0.222222 ,0.0120589
0.333333 ,0.00998411
0.444444 ,-0.000368335
0.555556 ,-7.68559e-07
0.666667 ,-0.488737
0.777778 ,2.71381
0.888889 ,0
1 ,3.75542e-06
