x dist ,func value
0 ,3.72014e-06
0.111111 ,0.000489935
0.222222 ,0.0148025
0.333333 ,0.00777157
0.444444 ,0.0380592
0.555556 ,-0.741934
0.666667 ,2.82999
0.777778 ,0.106219
0.888889 ,0
1 ,3.73108e-06
