x dist ,func value
0 ,3.70628e-06
0.111111 ,0.000435565
0.222222 ,0.0139753
0.333333 ,0.00792505
0.444444 ,-0.000391604
0.555556 ,0.0623894
0.666667 ,0.335622
0.777778 ,1.83403
0.888889 ,0.000519976
1 ,3.73769e-06
