x dist ,func value
0 ,3.70083e-06
0.111111 ,0.000415014
0.222222 ,0.0136095
0.333333 ,0.00832173
0.444444 ,-0.000335655
0.555556 ,0.0126137
0.666667 ,-0.454422
0.777778 ,2.67177
0.888889 ,0
1 ,3.74212e-06
