x dist ,func value
0 ,3.66284e-06
0.111111 ,0.000289055
0.222222 ,0.0101492
0.333333 ,0.0120221
0.444444 ,-0.000438947
0.555556 ,-8.52127e-10
0.666667 ,-0.281068
0.777778 ,2.50062
0.888889 ,0
1 ,3.771e-06
