x dist ,func value
0 ,3.66782e-06
0.111111 ,0.000303483
0.222222 ,0.0106991
0.333333 ,0.0114349
0.444444 ,-0.000416108
0.555556 ,4.3473e-09
0.666667 ,-0.321513
0.777778 ,2.54267
0.888889 ,0
1 ,3.76654e-06
