x dist ,func value
0 ,3.68004e-06
0.111111 ,0.000341815
0.222222 ,0.0119248
0.333333 ,0.0101273
0.444444 ,-0.000372579
0.555556 ,-1.20164e-06
0.666667 ,1.04165
0.777778 ,1.18342
0.888889 ,0.000519976
1 ,3.75541e-06
