x dist ,func value
0 ,3.66406e-06
0.111111 ,0.000292526
0.222222 ,0.0102867
0.333333 ,0.0118752
0.444444 ,-0.000433014
0.555556 ,2.69937e-09
0.666667 ,1.13982
0.777778 ,1.08038
0.888889 ,0.000519976
1 ,3.76876e-06
