x dist ,y dist ,func value
0 ,0 ,2.45894e-12
0 ,0.0322581 ,1.22523e-11
0 ,0.0645161 ,5.7403e-11
0 ,0.0967742 ,2.4037e-10
0 ,0.129032 ,9.00493e-10
0 ,0.16129 ,3.02084e-09
0 ,0.193548 ,9.08183e-09
0 ,0.225806 ,2.44868e-08
0 ,0.258065 ,5.92505e-08
0 ,0.290323 ,1.2874e-07
0 ,0.322581 ,2.51328e-07
0 ,0.354839 ,4.41056e-07
0 ,0.387097 ,6.96116e-07
0 ,0.419355 ,9.88555e-07
0 ,0.451613 ,1.26369e-06
0 ,0.483871 ,1.45471e-06
0 ,0.516129 ,1.50864e-06
0 ,0.548387 ,1.41006e-06
0 ,0.580645 ,1.18825e-06
0 ,0.612903 ,9.03155e-07
0 ,0.645161 ,6.19408e-07
0 ,0.677419 ,3.83467e-07
0 ,0.709677 ,2.14388e-07
0 ,0.741935 ,1.08288e-07
0 ,0.774194 ,4.94394e-08
0 ,0.806452 ,2.0412e-08
0 ,0.83871 ,7.625e-09
0 ,0.870968 ,2.57855e-09
0 ,0.903226 ,7.89555e-10
0 ,0.935484 ,2.2252e-10
0 ,0.967742 ,0
0 ,1 ,3.36361e-12
0.0322581 ,0 ,1.22523e-11
0.0322581 ,0.0322581 ,6.12914e-11
0.0322581 ,0.0645161 ,2.8857e-10
0.0322581 ,0.0967742 ,1.21346e-09
0.0322581 ,0.129032 ,4.56261e-09
0.0322581 ,0.16129 ,1.5355e-08
0.0322581 ,0.193548 ,4.62932e-08
0.0322581 ,0.225806 ,1.25131e-07
0.0322581 ,0.258065 ,3.03458e-07
0.0322581 ,0.290323 ,6.60696e-07
0.0322581 ,0.322581 ,1.2922e-06
0.0322581 ,0.354839 ,2.27156e-06
0.0322581 ,0.387097 ,3.59087e-06
0.0322581 ,0.419355 ,5.10699e-06
0.0322581 ,0.451613 ,6.53758e-06
0.0322581 ,0.483871 ,7.53604e-06
0.0322581 ,0.516129 ,7.82574e-06
0.0322581 ,0.548387 ,7.32388e-06
0.0322581 ,0.580645 ,6.17972e-06
0.0322581 ,0.612903 ,4.70309e-06
0.0322581 ,0.645161 ,3.22971e-06
0.0322581 ,0.677419 ,2.00213e-06
0.0322581 ,0.709677 ,1.12087e-06
0.0322581 ,0.741935 ,5.6696e-07
0.0322581 ,0.774194 ,2.59228e-07
0.0322581 ,0.806452 ,1.07191e-07
0.0322581 ,0.83871 ,4.0106e-08
0.0322581 ,0.870968 ,1.35855e-08
0.0322581 ,0.903226 ,4.16711e-09
0.0322581 ,0.935484 ,1.17823e-09
0.0322581 ,0.967742 ,0
0.0322581 ,1 ,1.70217e-11
0.0645161 ,0 ,5.7403e-11
0.0645161 ,0.0322581 ,2.8857e-10
0.0645161 ,0.0645161 ,1.35872e-09
0.0645161 ,0.0967742 ,5.71362e-09
0.0645161 ,0.129032 ,2.14835e-08
0.0645161 ,0.16129 ,7.23009e-08
0.0645161 ,0.193548 ,2.1798e-07
0.0645161 ,0.225806 ,5.89205e-07
0.0645161 ,0.258065 ,1.42891e-06
0.0645161 ,0.290323 ,3.11107e-06
0.0645161 ,0.322581 ,6.08472e-06
0.0645161 ,0.354839 ,1.06963e-05
0.0645161 ,0.387097 ,1.69088e-05
0.0645161 ,0.419355 ,2.40481e-05
0.0645161 ,0.451613 ,3.07846e-05
0.0645161 ,0.483871 ,3.54863e-05
0.0645161 ,0.516129 ,3.68506e-05
0.0645161 ,0.548387 ,3.44875e-05
