x dist ,y dist ,func value
0 ,0 ,0.00284819
0 ,0.111111 ,0.00595591
0 ,0.222222 ,0.0104858
0 ,0.333333 ,0.0155333
0 ,0.444444 ,0.0191757
0 ,0.555556 ,0.0194112
0 ,0.666667 ,0.0155317
0 ,0.777778 ,0.00851094
0 ,0.888889 ,0
0 ,1 ,0.00106354
0.111111 ,0 ,0.00595591
0.111111 ,0.111111 ,0.0123866
0.111111 ,0.222222 ,0.0217243
0.111111 ,0.333333 ,0.0321536
0.111111 ,0.444444 ,0.0398176
0.111111 ,0.555556 ,0.0405968
0.111111 ,0.666667 ,0.0327796
0.111111 ,0.777778 ,0.0180998
0.111111 ,0.888889 ,0
0.111111 ,1 ,0.00223667
0.222222 ,0 ,0.0104858
0.222222 ,0.111111 ,0.0217243
0.222222 ,0.222222 ,0.0380375
0.222222 ,0.333333 ,0.0563906
0.222222 ,0.444444 ,0.0702227
0.222222 ,0.555556 ,0.0722241
0.222222 ,0.666667 ,0.0588685
0.222222 ,0.777778 ,0.0327443
0.222222 ,0.888889 ,0
0.222222 ,1 ,0.00395881
0.333333 ,0 ,0.0155333
0.333333 ,0.111111 ,0.0321536
0.333333 ,0.222222 ,0.0563906
0.333333 ,0.333333 ,0.0839878
0.333333 ,0.444444 ,0.105388
0.333333 ,0.555556 ,0.10939
0.333333 ,0.666667 ,0.0898934
0.333333 ,0.777778 ,0.0502687
0.333333 ,0.888889 ,0
0.333333 ,1 ,0.00589431
0.444444 ,0 ,0.0191757
0.444444 ,0.111111 ,0.0398176
0.444444 ,0.222222 ,0.0702227
0.444444 ,0.333333 ,0.105388
0.444444 ,0.444444 ,0.133391
0.444444 ,0.555556 ,0.139523
0.444444 ,0.666667 ,0.11516
0.444444 ,0.777778 ,0.0644576
0.444444 ,0.888889 ,0
0.444444 ,1 ,0.0072999
0.555556 ,0 ,0.0194112
0.555556 ,0.111111 ,0.0405968
0.555556 ,0.222222 ,0.0722241
0.555556 ,0.333333 ,0.10939
0.555556 ,0.444444 ,0.139523
0.555556 ,0.555556 ,0.146485
0.555556 ,0.666667 ,0.120712
0.555556 ,0.777778 ,0.0672059
0.555556 ,0.888889 ,0
0.555556 ,1 ,0.00735255
0.666667 ,0 ,0.0155317
0.666667 ,0.111111 ,0.0327796
0.666667 ,0.222222 ,0.0588685
0.666667 ,0.333333 ,0.0898934
0.666667 ,0.444444 ,0.11516
0.666667 ,0.555556 ,0.120712
0.666667 ,0.666667 ,0.0987355
0.666667 ,0.777778 ,0.0544304
0.666667 ,0.888889 ,0
0.666667 ,1 ,0.00581624
0.777778 ,0 ,0.00851094
0.777778 ,0.111111 ,0.0180998
0.777778 ,0.222222 ,0.0327443
0.777778 ,0.333333 ,0.0502687
0.777778 ,0.444444 ,0.0644576
0.777778 ,0.555556 ,0.0672059
0.777778 ,0.666667 ,0.0544304
0.777778 ,0.777778 ,0.0297152
0.777778 ,0.888889 ,0
0.777778 ,1 ,0.00315863
0.888889 ,0 ,0
0.888889 ,0.111111 ,0
0.888889 ,0.222222 ,0
0.888889 ,0.333333 ,0
0.888889 ,0.444444 ,0
0.888889 ,0.555556 ,0
0.888889 ,0.666667 ,0
0.888889 ,0.777778 ,0
0.888889 ,0.888889 ,0
0.888889 ,1 ,0
1 ,0 ,0.00106354
1 ,0.111111 ,0.00223667
1 ,0.222222 ,0.00395881
1 ,0.333333 ,0.00589431
1 ,0.444444 ,0.0072999
1 ,0.555556 ,0.00735255
1 ,0.666667 ,0.00581624
1 ,0.777778 ,0.00315863
1 ,0.888889 ,0
1 ,1 ,0.000395071
